Date,Operator,Scheme Name,Area,Approval Number,Recovery Method,Bitumen Production
2017-01-01,Canadian Natural Resources Limited,,Athabasca,6619AA,Primary,86.4
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,6726S,Primary,380.75
2017-01-01,West Lake Energy Corp.,,Cold Lake,7164Q,Primary,16.53
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,7389D,Primary,15.81
2017-01-01,Gear Energy Ltd.,,Cold Lake,7515E,Primary,33.16
2017-01-01,Blackpearl Resources Inc.,,Cold Lake,7920M,Primary,121.15
2017-01-01,Devon Canada Corporation,,Cold Lake,7936Y,Primary,2666.28
2017-01-01,Husky Oil Operations Limited,,Cold Lake,7990P,Primary,142.41
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8002E,Primary,11.01
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8017D,Primary,2.7
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8018E,Primary,420.95
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8035B,Primary,9.88
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8042L,Primary,2136.78
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8043C,Primary,200.73
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8069G,Primary,239.52
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8161F,Primary,64.79
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8162L,Primary,281.74
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8179D,Primary,9.55
2017-01-01,Devon Canada Corporation,,Cold Lake,8202B,Primary,36.69
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8215D,Primary,184.05
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8319,Primary,12.71
2017-01-01,Kasten Energy Inc.,,Cold Lake,8341E,Primary,25.36
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8536A,Primary,2.45
2017-01-01,Devon Canada Corporation,,Cold Lake,8611A,Primary,1.89
2017-01-01,Husky Oil Operations Limited,,Cold Lake,8655B,Primary,11.79
2017-01-01,Husky Oil Operations Limited,,Athabasca,8756E,Primary,427.87
2017-01-01,Harvest Operations Corp.,,Cold Lake,8845B,Primary,0.93
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,8908M,Primary,604.05
2017-01-01,Baytex Energy Ltd.,,Peace River Area 2,8972H,Primary,0.0
2017-01-01,Canadian Natural Resources Limited,,Athabasca,8993D,Primary,29.17
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,13.07
2017-01-01,Devon Canada Corporation,,Cold Lake,9148A,Primary,0.0
2017-01-01,Devon Canada Corporation,,Cold Lake,9158D,Primary,26.38
2017-01-01,Harvest Operations Corp.,,Cold Lake,9266B,Primary,10.68
2017-01-01,Baytex Energy Ltd.,,Cold Lake,9278M,Primary,37.34
2017-01-01,Devon Canada Corporation,,Cold Lake,9313A,Primary,1.67
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,9340D,Primary,207.8
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,9349D,Primary,15.45
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,9387P,Primary,573.53
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,9415EE,Primary,887.12
2017-01-01,Gear Energy Ltd.,,Cold Lake,9427F,Primary,11.3
2017-01-01,Canadian Natural Resources Limited,,Athabasca,9466R,Primary,145.27
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,9473D,Primary,1.75
2017-01-01,Husky Oil Operations Limited,,Cold Lake,9504A,Primary,0.0
2017-01-01,Baytex Energy Ltd.,,Cold Lake,9579D,Primary,26.31
2017-01-01,Obsidian Energy Ltd.,,Peace River Area 2,9607F,Primary,30.17
2017-01-01,Devon Canada Corporation,,Cold Lake,9821C,Primary,2.04
2017-01-01,Frog Lake Energy Resources Corp.,,Cold Lake,9827K,Primary,175.6
2017-01-01,Husky Oil Operations Limited,,Cold Lake,9873E,Primary,60.7
2017-01-01,Canadian Natural Resources Limited,,Athabasca,9884F,Primary,11.82
2017-01-01,Baytex Energy Ltd.,,Cold Lake,9908H,Primary,3.45
2017-02-01,Baytex Energy Ltd.,Cadotte HCSS,Peace River Area 2,11778D,Commercial-CSS,0.0
2017-02-01,SCCC Petroleum Corporation,,Peace River Area 2,12676,Commercial-CSS,0.0
2017-02-01,Canadian Natural Upgrading Limited,Peace River,Peace River Area 2,8143DD,Commercial-CSS,862.23
2017-02-01,Imperial Oil Resources (¹),Cold Lake,Cold Lake,8558KK,Commercial-CSS,24364.81
2017-02-01,Canadian Natural Resources Limited,Primrose and Wolf Lake,Cold Lake,9140LL,Commercial-CSS,14538.87
2017-02-01,Devon Canada Corporation (¹),Jackfish,Athabasca,10097PP,Commercial-SAGD,20386.16
2017-02-01,Osum Production Corp.,Orion,Cold Lake,10103S,Commercial-SAGD,1234.19
2017-02-01,Husky Oil Operations Limited (¹),Sunrise,Athabasca,10419X,Commercial-SAGD,5751.26
2017-02-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587S,Commercial-SAGD,1930.45
2017-02-01,MEG Energy Corp. (¹),Christina Lake (MEG),Athabasca,10773RR,Commercial-SAGD,11036.6
2017-02-01,Athabasca Oil Corporation,Leismer,Athabasca,10935U,Commercial-SAGD,3592.79
2017-02-01,Canadian Natural Resources Limited,Kirby,Athabasca,11475V,Commercial-SAGD,5998.06
2017-02-01,Blackpearl Resources Inc.,Blackrod,Athabasca,11522F,Commercial-SAGD,86.58
2017-02-01,Petrochina Canada Ltd.,Mackay River(Brion),Athabasca,11715F,Commercial-SAGD,9.06
2017-02-01,Sunshine Oilsands Ltd.,West Ells,Athabasca,11764G,Commercial-SAGD,239.09
2017-02-01,Athabasca Oil Corporation,Hangingstone,Athabasca,11888E,Commercial-SAGD,1416.75
2017-02-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,11910C,Commercial-SAGD,0.0
2017-02-01,Pengrowth Energy Corporation,Lindbergh,Cold Lake,6410P,Commercial-SAGD,2464.82
2017-02-01,Cenovus FCCL Ltd.,Christina Lake,Athabasca,8591DDD,Commercial-SAGD,31467.49
2017-02-01,Cenovus FCCL Ltd.,Foster Creek,Athabasca,8623RRR,Commercial-SAGD,25537.79
2017-02-01,Suncor Energy Inc.,Mackay River,Athabasca,8668UU,Commercial-SAGD,5666.24
2017-02-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788M,Commercial-SAGD,0.0
2017-02-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870VVV,Commercial-SAGD,32321.53
2017-02-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426NN,Commercial-SAGD,18268.73
2017-02-01,Nexen Energy ULC (¹),Long Lake,Athabasca,9485YY,Commercial-SAGD,5937.7
2017-02-01,Husky Oil Operations Limited,Tucker Lake,Cold Lake,9835T,Commercial-SAGD,3376.92
2017-02-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10147G,Enhanced Recovery,506.59
2017-02-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10423W,Enhanced Recovery,3623.36
2017-02-01,Cenovus FCCL Ltd.,EnCAID,Athabasca,10440L,Enhanced Recovery,0.0
2017-02-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10787Q,Enhanced Recovery,1929.36
2017-02-01,Baytex Energy Ltd.,Seal Polymer,Peace River Area 2,11320F,Enhanced Recovery,129.96
2017-02-01,Baytex Energy Ltd.,,Peace River Area 1,12640,Enhanced Recovery,5.85
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,12641,Enhanced Recovery,4.94
2017-02-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9404X,Enhanced Recovery,3186.73
2017-02-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9673P,Enhanced Recovery,1324.92
2017-02-01,Canadian Natural Upgrading Limited,Downhole Electric Heater Project,Peace River Area 2,12582A,Experimental,1.77
2017-02-01,Baytex Energy Ltd.,,Peace River Area 1,10070J,Primary,114.82
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,10154F,Primary,31.71
2017-02-01,Obsidian Energy Ltd.,,Peace River Area 2,10174E,Primary,156.38
2017-02-01,Husky Oil Operations Limited,,Cold Lake,10259,Primary,13.71
2017-02-01,Devon Canada Corporation,,Cold Lake,10310B,Primary,64.72
2017-02-01,Baytex Energy Ltd.,,Peace River Area 2,10329J,Primary,252.01
2017-02-01,Baytex Energy Ltd.,,Peace River Area 2,10391J,Primary,1718.74
2017-02-01,Baytex Energy Ltd.,,Peace River Area 2,10412D,Primary,99.43
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,10454A,Primary,2.97
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,10459,Primary,5.84
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,10518H,Primary,133.9
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,10547,Primary,33.33
2017-02-01,Canadian Natural Upgrading Limited,,Peace River Area 2,10557J,Primary,1064.28
2017-02-01,Husky Oil Operations Limited,,Cold Lake,10597C,Primary,41.21
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,10618H,Primary,107.1
2017-02-01,Husky Oil Operations Limited,,Cold Lake,10619K,Primary,255.91
2017-02-01,Obsidian Energy Ltd.,,Peace River Area 2,10647G,Primary,4.89
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,4.75
2017-02-01,Obsidian Energy Ltd.,,Peace River Area 2,10745D,Primary,255.4
2017-02-01,Husky Oil Operations Limited,,Cold Lake,10812B,Primary,27.46
2017-02-01,Devon Canada Corporation,,Cold Lake,10828C,Primary,74.2
2017-02-01,Gear Energy Ltd.,,Cold Lake,10853C,Primary,12.39
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,2.99
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,351.96
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11041E,Primary,20.48
2017-02-01,Obsidian Energy Ltd.,,Peace River Area 2,11060K,Primary,867.74
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11188B,Primary,174.38
2017-02-01,West Lake Energy Corp.,,Cold Lake,11191B,Primary,2.85
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11192,Primary,0.0
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11205,Primary,0.0
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11227D,Primary,36.85
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11246C,Primary,26.13
2017-02-01,West Lake Energy Corp.,,Cold Lake,11256I,Primary,149.14
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11287A,Primary,7.42
2017-02-01,Baytex Energy Ltd.,,Peace River Area 2,11306C,Primary,38.73
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11350,Primary,2.94
2017-02-01,Blackpearl Resources Inc.,,Cold Lake,11364C,Primary,6.63
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11383A,Primary,19.6
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11416,Primary,0.75
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11428D,Primary,293.93
2017-02-01,Solara Exploration Ltd.,,Cold Lake,11429A,Primary,5.68
2017-02-01,Baytex Energy Ltd.,,Peace River Area 1,11437A,Primary,4.91
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11450,Primary,19.22
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11477I,Primary,587.88
2017-02-01,Canadian Natural Resources Limited,,Athabasca,11480A,Primary,1412.77
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11481,Primary,1.55
2017-02-01,Husky Oil Operations Limited,,Athabasca,11501,Primary,24.23
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11503A,Primary,46.93
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11538,Primary,3.75
2017-02-01,Bellatrix Exploration Ltd.,,Cold Lake,11545,Primary,0.12
2017-02-01,Canadian Natural Upgrading Limited,,Peace River Area 2,11556A,Primary,180.25
2017-02-01,Canadian Natural Upgrading Limited,,Peace River Area 2,11557A,Primary,0.0
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11566,Primary,0.69
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11567A,Primary,0.0
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11574A,Primary,57.68
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11624G,Primary,0.68
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11629C,Primary,0.0
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11630C,Primary,0.0
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11634D,Primary,2.02
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11643D,Primary,7.58
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11644D,Primary,33.54
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11645C,Primary,14.5
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11646D,Primary,10.0
2017-02-01,Canadian Natural Resources Limited (¹),,Cold Lake,11647E,Primary,229.64
2017-02-01,Palliser Oil & Gas Corporation,,Cold Lake,11661A,Primary,0.0
2017-02-01,Canadian Natural Resources Limited,,Athabasca,11676,Primary,2.41
2017-02-01,Baytex Energy Ltd.,,Peace River Area 2,11692D,Primary,38.66
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11724,Primary,0.0
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,11751A,Primary,48.56
2017-02-01,Baytex Energy Ltd.,,Peace River Area 2,11770C,Primary,0.0
2017-02-01,Husky Oil Operations Limited,,Cold Lake,11822,Primary,0.7
2017-02-01,Baytex Energy Ltd.,,Peace River Area 2,11915,Primary,188.62
2017-02-01,Rife Resources Ltd.,,Cold Lake,11917,Primary,61.93
2017-02-01,Baytex Energy Ltd.,,Cold Lake,11945A,Primary,26.49
2017-02-01,Husky Oil Operations Limited,,Cold Lake,12142,Primary,4.03
2017-02-01,Deltastream Energy Corporation,,Athabasca,12218F,Primary,0.0
2017-02-01,Devon Canada Corporation,,Cold Lake,12318A,Primary,15.11
2017-02-01,West Lake Energy Corp.,,Cold Lake,12335A,Primary,19.45
2017-02-01,Spur Petroleum Ltd.,,Athabasca,12471H,Primary,138.08
2017-02-01,Baytex Energy Ltd. (¹),,Peace River Area 2,12483A,Primary,0.0
2017-02-01,Spur Petroleum Ltd.,,Athabasca,12541A,Primary,35.6
2017-02-01,Spur Petroleum Ltd.,,Athabasca,12545C,Primary,30.18
2017-02-01,Prosper Petroleum Ltd.,,Peace River Area 2,12564,Primary,44.93
2017-02-01,Cenovus Energy Inc.,,Athabasca,12572A,Primary,45.14
2017-02-01,Canadian Natural Resources Limited (¹²),,Athabasca,12580,Primary,0.0
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,4746GG,Primary,1520.4
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,5692D,Primary,0.0
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,6280I,Primary,327.95
2017-02-01,Canadian Natural Resources Limited,,Athabasca,6619AA,Primary,105.31
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,6726S,Primary,423.33
2017-02-01,West Lake Energy Corp.,,Cold Lake,7164Q,Primary,14.18
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,7389D,Primary,19.84
2017-02-01,Gear Energy Ltd.,,Cold Lake,7515E,Primary,32.0
2017-02-01,Blackpearl Resources Inc.,,Cold Lake,7920M,Primary,137.26
2017-02-01,Devon Canada Corporation,,Cold Lake,7936Y,Primary,2594.3
2017-02-01,Husky Oil Operations Limited,,Cold Lake,7990P,Primary,140.46
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8002E,Primary,9.28
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8017D,Primary,2.0
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8018E,Primary,389.65
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8035B,Primary,12.51
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8042L,Primary,2180.27
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8043C,Primary,178.2
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8069G,Primary,235.4
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8161F,Primary,67.31
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8162L,Primary,271.95
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8179D,Primary,12.46
2017-02-01,Devon Canada Corporation,,Cold Lake,8202B,Primary,41.03
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8215D,Primary,182.77
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8319,Primary,10.37
2017-02-01,Kasten Energy Inc.,,Cold Lake,8341E,Primary,33.49
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8536A,Primary,2.63
2017-02-01,Devon Canada Corporation,,Cold Lake,8611A,Primary,0.99
2017-02-01,Husky Oil Operations Limited,,Cold Lake,8655B,Primary,10.95
2017-02-01,Husky Oil Operations Limited,,Athabasca,8756E,Primary,399.61
2017-02-01,Harvest Operations Corp.,,Cold Lake,8845B,Primary,0.98
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,8908M,Primary,653.83
2017-02-01,Baytex Energy Ltd.,,Peace River Area 2,8972H,Primary,0.0
2017-02-01,Canadian Natural Resources Limited,,Athabasca,8993D,Primary,44.17
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,13.48
2017-02-01,Devon Canada Corporation,,Cold Lake,9148A,Primary,0.0
2017-02-01,Devon Canada Corporation,,Cold Lake,9158D,Primary,23.45
2017-02-01,Harvest Operations Corp.,,Cold Lake,9266B,Primary,11.91
2017-02-01,Baytex Energy Ltd.,,Cold Lake,9278M,Primary,39.09
2017-02-01,Devon Canada Corporation,,Cold Lake,9313A,Primary,0.94
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,9340D,Primary,195.73
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,9349D,Primary,16.97
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,9387P,Primary,551.45
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,9415EE,Primary,907.86
2017-02-01,Gear Energy Ltd.,,Cold Lake,9427F,Primary,11.87
2017-02-01,Canadian Natural Resources Limited,,Athabasca,9466R,Primary,154.38
2017-02-01,Canadian Natural Resources Limited,,Cold Lake,9473D,Primary,2.75
2017-02-01,Husky Oil Operations Limited,,Cold Lake,9504A,Primary,0.0
2017-02-01,Baytex Energy Ltd.,,Cold Lake,9579D,Primary,23.86
2017-02-01,Obsidian Energy Ltd.,,Peace River Area 2,9607F,Primary,23.29
2017-02-01,Devon Canada Corporation,,Cold Lake,9821C,Primary,3.69
2017-02-01,Frog Lake Energy Resources Corp.,,Cold Lake,9827K,Primary,178.89
2017-02-01,Husky Oil Operations Limited,,Cold Lake,9873E,Primary,52.51
2017-02-01,Canadian Natural Resources Limited,,Athabasca,9884F,Primary,11.54
2017-02-01,Baytex Energy Ltd.,,Cold Lake,9908H,Primary,3.46
2017-03-01,Baytex Energy Ltd.,Cadotte HCSS,Peace River Area 2,11778D,Commercial-CSS,0.0
2017-03-01,SCCC Petroleum Corporation,,Peace River Area 2,12676,Commercial-CSS,0.0
2017-03-01,Canadian Natural Upgrading Limited,Peace River,Peace River Area 2,8143DD,Commercial-CSS,811.37
2017-03-01,Imperial Oil Resources (¹),Cold Lake,Cold Lake,8558KK,Commercial-CSS,25393.75
2017-03-01,Canadian Natural Resources Limited,Primrose and Wolf Lake,Cold Lake,9140LL,Commercial-CSS,12962.35
2017-03-01,Devon Canada Corporation (¹),Jackfish,Athabasca,10097PP,Commercial-SAGD,20311.08
2017-03-01,Osum Production Corp.,Orion,Cold Lake,10103S,Commercial-SAGD,1200.13
2017-03-01,Husky Oil Operations Limited (¹),Sunrise,Athabasca,10419X,Commercial-SAGD,5759.94
2017-03-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587S,Commercial-SAGD,1919.5
2017-03-01,MEG Energy Corp. (¹),Christina Lake (MEG),Athabasca,10773RR,Commercial-SAGD,11968.29
2017-03-01,Athabasca Oil Corporation,Leismer,Athabasca,10935U,Commercial-SAGD,3570.3
2017-03-01,Canadian Natural Resources Limited,Kirby,Athabasca,11475V,Commercial-SAGD,5710.51
2017-03-01,Blackpearl Resources Inc.,Blackrod,Athabasca,11522F,Commercial-SAGD,84.81
2017-03-01,Petrochina Canada Ltd.,Mackay River(Brion),Athabasca,11715F,Commercial-SAGD,8.31
2017-03-01,Sunshine Oilsands Ltd.,West Ells,Athabasca,11764G,Commercial-SAGD,282.81
2017-03-01,Athabasca Oil Corporation,Hangingstone,Athabasca,11888E,Commercial-SAGD,1452.48
2017-03-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,11910C,Commercial-SAGD,0.0
2017-03-01,Pengrowth Energy Corporation,Lindbergh,Cold Lake,6410P,Commercial-SAGD,2272.0
2017-03-01,Cenovus FCCL Ltd.,Christina Lake,Athabasca,8591DDD,Commercial-SAGD,33853.48
2017-03-01,Cenovus FCCL Ltd.,Foster Creek,Athabasca,8623RRR,Commercial-SAGD,25239.04
2017-03-01,Suncor Energy Inc.,Mackay River,Athabasca,8668UU,Commercial-SAGD,5695.1
2017-03-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788M,Commercial-SAGD,0.0
2017-03-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870VVV,Commercial-SAGD,32276.55
2017-03-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426NN,Commercial-SAGD,15139.88
2017-03-01,Nexen Energy ULC (¹),Long Lake,Athabasca,9485YY,Commercial-SAGD,5746.01
2017-03-01,Husky Oil Operations Limited,Tucker Lake,Cold Lake,9835T,Commercial-SAGD,3709.66
2017-03-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10147G,Enhanced Recovery,473.15
2017-03-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10423W,Enhanced Recovery,3394.47
2017-03-01,Cenovus FCCL Ltd.,EnCAID,Athabasca,10440L,Enhanced Recovery,0.0
2017-03-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10787Q,Enhanced Recovery,1919.86
2017-03-01,Baytex Energy Ltd.,Seal Polymer,Peace River Area 2,11320F,Enhanced Recovery,124.25
2017-03-01,Baytex Energy Ltd.,,Peace River Area 1,12640,Enhanced Recovery,5.95
2017-03-01,Canadian Natural Resources Limited,,Cold Lake,12641,Enhanced Recovery,0.0
2017-03-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9404X,Enhanced Recovery,3024.95
2017-03-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9673P,Enhanced Recovery,1272.6
