Date,Operator,Scheme Name,Area,Approval Number,Recovery Method,Bitumen Production
2023-04-01,Gear Energy Ltd.,,Cold Lake,9427G,Primary,9.91
2023-04-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9466S,Primary,71.93
2023-04-01,Baytex Energy Ltd.,,Cold Lake,9579F,Primary,50.71
2023-04-01,Obsidian Energy Ltd.,,Peace River Area 2,9607F,Primary,171.54
2023-04-01,Canadian Natural Resources Limited,,Cold Lake,9821F,Primary,2.19
2023-04-01,Frog Lake Energy Resources Corp. (¹),,Cold Lake,9827R,Primary,98.58
2023-04-01,Cenovus Energy Inc.,,Cold Lake,9873F,Primary,18.48
2023-04-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9884F,Primary,7.96
2023-04-01,Baytex Energy Ltd.,,Cold Lake,9908L,Primary,26.19
2023-05-01,Canadian Natural Upgrading Limited,Peace River,Peace River Area 2,8143GG,Commercial-CSS,528.29
2023-05-01,Imperial Oil Resources Limited,Cold Lake,Cold Lake,8558BBB,Commercial-CSS,21062.0
2023-05-01,Canadian Natural Resources Limited,Primrose and Wolf Lake,Cold Lake,9140LLL,Commercial-CSS,8873.56
2023-05-01,Canadian Natural Resources Limited,Jackfish,Athabasca,10097UUU,Commercial-SAGD,17846.08
2023-05-01,Strathcona Resources Ltd.,Orion,Cold Lake,10103FF,Commercial-SAGD,3262.83
2023-05-01,Cenovus Energy Inc.,Sunrise,Athabasca,10419YY,Commercial-SAGD,7464.25
2023-05-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587DD,Commercial-SAGD,2328.31
2023-05-01,MEG Energy Corp.,Christina Lake ,Athabasca,10773QQQ,Commercial-SAGD,10916.44
2023-05-01,Athabasca Oil Corporation,Leismer,Athabasca,10935EE,Commercial-SAGD,3287.53
2023-05-01,Harvest Operations Corp.,BlackGold,Athabasca,11387J,Commercial-SAGD,1302.95
2023-05-01,Canadian Natural Resources Limited (¹),Kirby,Athabasca,11475III,Commercial-SAGD,9751.93
2023-05-01,Ipc Canada Ltd.,Blackrod,Athabasca,11522H,Commercial-SAGD,102.99
2023-05-01,PetroChina Canada Ltd.,MacKay River ,Athabasca,11715U,Commercial-SAGD,1597.57
2023-05-01,Sunshine Oilsands Ltd.,West Ells,Athabasca,11764H,Commercial-SAGD,208.72
2023-05-01,Athabasca Oil Corporation,Hangingstone,Athabasca,11888I,Commercial-SAGD,1203.55
2023-05-01,Greenfire Resources Operating Corporation,Hangingstone Expansion,Athabasca,11910L,Commercial-SAGD,2976.65
2023-05-01,Strathcona Resources Ltd.,Lindbergh,Cold Lake,6410GG,Commercial-SAGD,2588.48
2023-05-01,Cenovus Energy Inc.,Christina Lake,Athabasca,8591FFFF,Commercial-SAGD,37987.05
2023-05-01,Cenovus Energy Inc. (¹),Foster Creek,Athabasca,8623FFFFF,Commercial-SAGD,26532.32
2023-05-01,Suncor Energy Inc.,MacKay River,Athabasca,8668JJJ,Commercial-SAGD,5659.6
2023-05-01,Greenfire Hangingstone Operating Corporation,Hangingstone Demonstration,Athabasca,8788Q,Commercial-SAGD,697.3
2023-05-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870EEEEE,Commercial-SAGD,34759.76
2023-05-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426BBB,Commercial-SAGD,20220.41
2023-05-01,CNOOC Petroleum North America ULC,Long Lake,Athabasca,9485SSS,Commercial-SAGD,10443.1
2023-05-01,Strathcona Resources Ltd.,Tucker,Cold Lake,9835GG,Commercial-SAGD,2839.39
2023-05-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10147G,Enhanced Recovery,251.19
2023-05-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10423CC,Enhanced Recovery,2453.19
2023-05-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10787R,Enhanced Recovery,1587.41
2023-05-01,Baytex Energy Ltd.,Seal Polymer,Peace River Area 2,11320G,Enhanced Recovery,95.04
2023-05-01,Baytex Energy Ltd.,,Peace River Area 1,12640,Enhanced Recovery,12.08
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12830,Enhanced Recovery,49.56
2023-05-01,Tamarack Valley Energy Ltd.,,Athabasca,12968C,Enhanced Recovery,57.78
2023-05-01,Spur Petroleum Ltd. (¹),,Athabasca,12971B,Enhanced Recovery,221.34
2023-05-01,Tamarack Valley Energy Ltd.,,Athabasca,12978A,Enhanced Recovery,15.51
2023-05-01,Tamarack Valley Energy Ltd.,,Athabasca,13004B,Enhanced Recovery,39.89
2023-05-01,Headwater Exploration Inc.,,Athabasca,13047E,Enhanced Recovery,75.35
2023-05-01,Headwater Exploration Inc. (¹),,Athabasca,13050E,Enhanced Recovery,686.66
2023-05-01,Headwater Exploration Inc.,,Athabasca,13093J,Enhanced Recovery,1245.62
2023-05-01,Headwater Exploration Inc.,,Athabasca,13228,Enhanced Recovery,0.39
2023-05-01,Headwater Exploration Inc.,,Athabasca,13239B,Enhanced Recovery,80.73
2023-05-01,Headwater Exploration Inc.,,Athabasca,13251,Enhanced Recovery,100.94
2023-05-01,Tamarack Valley Energy Ltd.,,Athabasca,13293,Enhanced Recovery,45.93
2023-05-01,Canadian Natural Resources Limited,Pelican Lake Polymer Flood,Athabasca,9404X,Enhanced Recovery,2446.45
2023-05-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,9673Q,Enhanced Recovery,625.54
2023-05-01,Baytex Energy Ltd.,,Peace River Area 1,10070J,Primary,143.08
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,10154H,Primary,9.18
2023-05-01,Obsidian Energy Ltd.,,Peace River Area 2,10174E,Primary,53.39
2023-05-01,Cenovus Energy Inc.,,Cold Lake,10259D,Primary,0.0
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,10310E,Primary,14.41
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,10329J,Primary,117.06
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,10412D,Primary,57.93
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,10454C,Primary,14.57
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,10518M,Primary,32.14
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,10547A,Primary,12.34
2023-05-01,Canadian Natural Upgrading Limited,,Peace River Area 2,10557K,Primary,418.69
2023-05-01,Cenovus Energy Inc.,,Cold Lake,10597D,Primary,4.61
2023-05-01,Cenovus Energy Inc. (¹),,Cold Lake,10619Q,Primary,55.22
2023-05-01,Obsidian Energy Ltd.,,Peace River Area 2,10647G,Primary,1.8
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,4.46
2023-05-01,Obsidian Energy Ltd.,,Peace River Area 2,10745D,Primary,71.19
2023-05-01,Cenovus Energy Inc.,,Cold Lake,10812C,Primary,20.64
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,10828E,Primary,24.28
2023-05-01,Gear Energy Ltd.,,Cold Lake,10853E,Primary,2.27
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,1.47
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,106.79
2023-05-01,Cenovus Energy Inc.,,Cold Lake,11041F,Primary,9.97
2023-05-01,Obsidian Energy Ltd.,,Peace River Area 2,11060K,Primary,395.49
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11188C,Primary,22.43
2023-05-01,West Lake Energy Corp.,,Cold Lake,11191C,Primary,6.05
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11227F,Primary,3.07
2023-05-01,Cenovus Energy Inc. (¹),,Cold Lake,11246E,Primary,11.78
2023-05-01,West Lake Energy Corp.,,Cold Lake,11256I,Primary,14.52
2023-05-01,Cenovus Energy Inc.,,Cold Lake,11287B,Primary,0.0
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,11306D,Primary,717.23
2023-05-01,Cenovus Energy Inc.,,Cold Lake,11350A,Primary,0.64
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,11364F,Primary,3.9
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11383B,Primary,0.0
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11428E,Primary,27.07
2023-05-01,Cenovus Energy Inc.,,Cold Lake,11450A,Primary,7.53
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11477T,Primary,412.78
2023-05-01,Canadian Natural Resources Limited,,Athabasca,11480B,Primary,192.07
2023-05-01,Cenovus Energy Inc.,,Athabasca,11501A,Primary,31.95
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11503B,Primary,18.36
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11538,Primary,0.0
2023-05-01,Canadian Natural Upgrading Limited,,Peace River Area 2,11556A,Primary,38.45
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11567B,Primary,1.44
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11574A,Primary,28.62
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11624R,Primary,116.84
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11629F,Primary,0.0
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11647J,Primary,63.57
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,11692D,Primary,116.21
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,11751A,Primary,2.36
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,11770D,Primary,0.0
2023-05-01,Rife Resources Ltd.,,Cold Lake,11822B,Primary,24.94
2023-05-01,Gear Energy Ltd.,,Cold Lake,11885B,Primary,0.0
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,11915,Primary,44.57
2023-05-01,Rife Resources Ltd.,,Cold Lake,11917E,Primary,72.72
2023-05-01,Baytex Energy Ltd.,,Cold Lake,11945A,Primary,1.51
2023-05-01,Canadian Natural Resources Limited,,Athabasca,12052,Primary,69.78
2023-05-01,Cenovus Energy Inc.,,Cold Lake,12142B,Primary,3.63
2023-05-01,Tamarack Valley Energy Ltd. (¹),,Athabasca,12218BB,Primary,1901.04
2023-05-01,Check Energy Ltd.,,Cold Lake,12229B,Primary,41.93
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,12294A,Primary,26.89
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,12321D,Primary,1.66
2023-05-01,West Lake Energy Corp.,,Cold Lake,12335A,Primary,10.7
2023-05-01,Rife Resources Ltd.,,Cold Lake,12411C,Primary,35.49
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12471U,Primary,1016.3
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,12483A,Primary,5.99
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12541D,Primary,55.33
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12545I,Primary,383.74
2023-05-01,Islander Oil & Gas Inc.,,Peace River Area 2,12564J,Primary,589.23
2023-05-01,Headwater Exploration Inc.,,Athabasca,12572U,Primary,884.78
2023-05-01,Canadian Natural Resources Limited,,Athabasca,12580B,Primary,2109.43
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12642G,Primary,0.0
2023-05-01,Cavalier Energy Inc.,,Athabasca,12734B,Primary,171.22
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12761D,Primary,235.15
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12762A,Primary,3.15
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12763B,Primary,22.09
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12766B,Primary,0.0
2023-05-01,Gear Energy Ltd.,,Cold Lake,12784B,Primary,14.74
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,12816A,Primary,0.0
2023-05-01,Cenovus Energy Inc.,,Cold Lake,12870A,Primary,2.42
2023-05-01,Spur Petroleum Ltd.,,Athabasca,12910F,Primary,302.35
2023-05-01,Rife Resources Ltd.,,Cold Lake,12982A,Primary,31.35
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,13009B,Primary,1174.46
2023-05-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13017B,Primary,2.15
2023-05-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13074B,Primary,5.37
2023-05-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13078B,Primary,4.53
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,13084,Primary,6.02
2023-05-01,Baytex Energy Ltd.,,Cold Lake,13117,Primary,13.72
2023-05-01,Cenovus Energy Inc.,,Cold Lake,13150,Primary,0.0
2023-05-01,Obsidian Energy Ltd.,,Peace River Area 2,13159,Primary,104.86
2023-05-01,Tamarack Valley Energy Ltd.,,Peace River Area 2,13163A,Primary,29.43
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13166D,Primary,122.5
2023-05-01,Headwater Exploration Inc.,,Peace River Area 2,13169A,Primary,10.2
2023-05-01,Headwater Exploration Inc.,,Peace River Area 2,13170,Primary,6.18
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13184A,Primary,12.71
2023-05-01,Obsidian Energy Ltd.,,Peace River Area 2,13189,Primary,2.11
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13190A,Primary,0.0
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13191,Primary,24.12
2023-05-01,Durham Creek Exploration Ltd.,,Peace River Area 2,13196A,Primary,18.04
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13197,Primary,15.05
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13198,Primary,0.0
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13198A,Primary,37.61
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13217A,Primary,18.87
2023-05-01,Rubellite Energy Inc.,,Peace River Area 2,13221A,Primary,0.0
2023-05-01,Lycos Energy Inc.,,Cold Lake,13231A,Primary,0.0
2023-05-01,Obsidian Energy Ltd.,,Peace River Area 2,13232,Primary,9.63
2023-05-01,Islander Oil & Gas Inc.,,Peace River Area 2,13233,Primary,0.0
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13270A,Primary,0.0
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,13271,Primary,0.0
2023-05-01,Lineup Resources Corp.,,Cold Lake,13273,Primary,0.0
2023-05-01,Lineup Resources Corp.,,Cold Lake,13277,Primary,0.0
2023-05-01,Lineup Resources Corp.,,Peace River Area 1,13279,Primary,0.0
2023-05-01,Lineup Resources Corp.,,Cold Lake,13289,Primary,0.0
2023-05-01,Croverro Energy Ltd.,,Cold Lake,13298,Primary,14.61
2023-05-01,Karve Energy Inc.,,Cold Lake,13315,Primary,0.0
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,4746AAA,Primary,675.72
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,6280K,Primary,128.71
2023-05-01,Canadian Natural Resources Limited,Brintnell,Athabasca,6619AA,Primary,67.25
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,6726V,Primary,164.91
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,7389D,Primary,18.26
2023-05-01,Gear Energy Ltd.,,Cold Lake,7515E,Primary,8.63
2023-05-01,Caltex Trilogy Inc.,,Cold Lake,7920Q,Primary,58.22
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,7936EEE,Primary,2638.76
2023-05-01,Cenovus Energy Inc.,,Cold Lake,7990Q,Primary,23.4
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8002G,Primary,3.69
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8018F,Primary,74.97
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8035F,Primary,2.05
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8042X,Primary,975.77
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8043D,Primary,66.99
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8069I,Primary,139.63
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8161F,Primary,3.66
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8162P,Primary,151.43
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8179D,Primary,2.14
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8202C,Primary,15.6
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8215H,Primary,91.98
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8319A,Primary,48.93
2023-05-01,Kasten Energy Inc.,,Cold Lake,8341E,Primary,13.58
2023-05-01,Gear Energy Ltd.,,Cold Lake,8636B,Primary,0.0
2023-05-01,Cenovus Energy Inc.,,Cold Lake,8655C,Primary,5.71
2023-05-01,Cenovus Energy Inc.,,Athabasca,8756G,Primary,62.85
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,8908EE,Primary,644.69
2023-05-01,Baytex Energy Ltd.,,Peace River Area 2,8972I,Primary,21.11
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,5.81
2023-05-01,Harvest Operations Corp.,,Cold Lake,9266C,Primary,1.91
2023-05-01,Baytex Energy Ltd.,,Cold Lake,9278U,Primary,285.6
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,9340K,Primary,92.77
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,9349G,Primary,2.58
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,9387S,Primary,91.65
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,9415TT,Primary,229.52
2023-05-01,Gear Energy Ltd.,,Cold Lake,9427G,Primary,8.99
2023-05-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9466S,Primary,80.98
2023-05-01,Baytex Energy Ltd.,,Cold Lake,9579F,Primary,42.7
2023-05-01,Obsidian Energy Ltd.,,Peace River Area 2,9607F,Primary,55.14
2023-05-01,Canadian Natural Resources Limited,,Cold Lake,9821F,Primary,1.49
2023-05-01,Frog Lake Energy Resources Corp. (¹),,Cold Lake,9827R,Primary,119.56
2023-05-01,Cenovus Energy Inc.,,Cold Lake,9873F,Primary,16.86
2023-05-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9884F,Primary,9.42
2023-05-01,Baytex Energy Ltd.,,Cold Lake,9908L,Primary,53.75
2023-06-01,Canadian Natural Upgrading Limited,Peace River,Peace River Area 2,8143GG,Commercial-CSS,612.31
2023-06-01,Imperial Oil Resources Limited,Cold Lake,Cold Lake,8558BBB,Commercial-CSS,20833.33
2023-06-01,Canadian Natural Resources Limited,Primrose and Wolf Lake,Cold Lake,9140LLL,Commercial-CSS,11109.75
2023-06-01,Canadian Natural Resources Limited,Jackfish,Athabasca,10097UUU,Commercial-SAGD,18068.53
2023-06-01,Strathcona Resources Ltd.,Orion,Cold Lake,10103FF,Commercial-SAGD,3378.83
2023-06-01,Cenovus Energy Inc.,Sunrise,Athabasca,10419YY,Commercial-SAGD,8088.35
2023-06-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587DD,Commercial-SAGD,2561.77
2023-06-01,MEG Energy Corp.,Christina Lake ,Athabasca,10773QQQ,Commercial-SAGD,14377.61
2023-06-01,Athabasca Oil Corporation,Leismer,Athabasca,10935EE,Commercial-SAGD,3639.39
2023-06-01,Harvest Operations Corp.,BlackGold,Athabasca,11387J,Commercial-SAGD,967.0
2023-06-01,Canadian Natural Resources Limited (¹),Kirby,Athabasca,11475III,Commercial-SAGD,9900.14
2023-06-01,Ipc Canada Ltd.,Blackrod,Athabasca,11522H,Commercial-SAGD,100.76
2023-06-01,PetroChina Canada Ltd.,MacKay River ,Athabasca,11715U,Commercial-SAGD,1561.95
2023-06-01,Sunshine Oilsands Ltd.,West Ells,Athabasca,11764H,Commercial-SAGD,201.99
2023-06-01,Athabasca Oil Corporation,Hangingstone,Athabasca,11888I,Commercial-SAGD,1255.0
2023-06-01,Greenfire Resources Operating Corporation,Hangingstone Expansion,Athabasca,11910L,Commercial-SAGD,2740.5
2023-06-01,Strathcona Resources Ltd.,Lindbergh,Cold Lake,6410GG,Commercial-SAGD,2438.88
2023-06-01,Cenovus Energy Inc.,Christina Lake,Athabasca,8591FFFF,Commercial-SAGD,37821.72
2023-06-01,Cenovus Energy Inc. (¹),Foster Creek,Athabasca,8623FFFFF,Commercial-SAGD,29012.44
2023-06-01,Suncor Energy Inc.,MacKay River,Athabasca,8668JJJ,Commercial-SAGD,5349.36
2023-06-01,Greenfire Hangingstone Operating Corporation,Hangingstone Demonstration,Athabasca,8788Q,Commercial-SAGD,614.18
2023-06-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870EEEEE,Commercial-SAGD,35467.51
2023-06-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426BBB,Commercial-SAGD,20004.68
2023-06-01,CNOOC Petroleum North America ULC,Long Lake,Athabasca,9485SSS,Commercial-SAGD,10550.97
2023-06-01,Strathcona Resources Ltd.,Tucker,Cold Lake,9835GG,Commercial-SAGD,2698.82
2023-06-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10147G,Enhanced Recovery,225.02
2023-06-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10423CC,Enhanced Recovery,2556.25
2023-06-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10787R,Enhanced Recovery,1583.12
2023-06-01,Baytex Energy Ltd.,Seal Polymer,Peace River Area 2,11320G,Enhanced Recovery,158.58
2023-06-01,Baytex Energy Ltd.,,Peace River Area 1,12640,Enhanced Recovery,10.02
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12830,Enhanced Recovery,45.69
2023-06-01,Tamarack Valley Energy Ltd.,,Athabasca,12968C,Enhanced Recovery,50.71
2023-06-01,Spur Petroleum Ltd. (¹),,Athabasca,12971B,Enhanced Recovery,218.99
2023-06-01,Tamarack Valley Energy Ltd.,,Athabasca,12978A,Enhanced Recovery,16.08
2023-06-01,Tamarack Valley Energy Ltd.,,Athabasca,13004B,Enhanced Recovery,42.39
2023-06-01,Headwater Exploration Inc.,,Athabasca,13047E,Enhanced Recovery,76.15
2023-06-01,Headwater Exploration Inc. (¹),,Athabasca,13050E,Enhanced Recovery,631.6
2023-06-01,Headwater Exploration Inc.,,Athabasca,13093J,Enhanced Recovery,1173.93
2023-06-01,Headwater Exploration Inc.,,Athabasca,13228,Enhanced Recovery,0.01
2023-06-01,Headwater Exploration Inc.,,Athabasca,13239B,Enhanced Recovery,68.45
2023-06-01,Headwater Exploration Inc.,,Athabasca,13251,Enhanced Recovery,84.62
2023-06-01,Tamarack Valley Energy Ltd.,,Athabasca,13293,Enhanced Recovery,43.96
2023-06-01,Canadian Natural Resources Limited,Pelican Lake Polymer Flood,Athabasca,9404X,Enhanced Recovery,2375.17
2023-06-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,9673Q,Enhanced Recovery,667.85
2023-06-01,Baytex Energy Ltd.,,Peace River Area 1,10070J,Primary,124.76
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,10154H,Primary,9.73
2023-06-01,Obsidian Energy Ltd.,,Peace River Area 2,10174E,Primary,42.34
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,10310E,Primary,14.03
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,10329J,Primary,153.17
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,10412D,Primary,58.15
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,10454C,Primary,12.82
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,10518M,Primary,27.12
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,10547A,Primary,13.78
2023-06-01,Canadian Natural Upgrading Limited,,Peace River Area 2,10557K,Primary,445.54
2023-06-01,Cenovus Energy Inc.,,Cold Lake,10597D,Primary,3.3
2023-06-01,Cenovus Energy Inc. (¹),,Cold Lake,10619Q,Primary,60.13
2023-06-01,Obsidian Energy Ltd.,,Peace River Area 2,10647G,Primary,8.33
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,3.26
2023-06-01,Obsidian Energy Ltd.,,Peace River Area 2,10745D,Primary,54.23
2023-06-01,Cenovus Energy Inc.,,Cold Lake,10812C,Primary,20.11
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,10828E,Primary,26.43
2023-06-01,Gear Energy Ltd.,,Cold Lake,10853E,Primary,2.12
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,0.88
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,105.4
2023-06-01,Cenovus Energy Inc.,,Cold Lake,11041F,Primary,11.34
2023-06-01,Obsidian Energy Ltd.,,Peace River Area 2,11060K,Primary,528.81
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11188C,Primary,23.23
2023-06-01,West Lake Energy Corp.,,Cold Lake,11191C,Primary,4.88
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11227F,Primary,3.08
2023-06-01,Cenovus Energy Inc. (¹),,Cold Lake,11246E,Primary,13.26
2023-06-01,West Lake Energy Corp.,,Cold Lake,11256I,Primary,16.59
2023-06-01,Cenovus Energy Inc.,,Cold Lake,11287B,Primary,0.0
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,11306D,Primary,641.8
2023-06-01,Cenovus Energy Inc.,,Cold Lake,11350A,Primary,0.07
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,11364F,Primary,2.98
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11383B,Primary,0.0
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11428E,Primary,26.26
2023-06-01,Cenovus Energy Inc.,,Cold Lake,11450A,Primary,6.65
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11477T,Primary,412.08
2023-06-01,Canadian Natural Resources Limited,,Athabasca,11480B,Primary,160.93
2023-06-01,Cenovus Energy Inc.,,Athabasca,11501A,Primary,38.7
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11503B,Primary,21.44
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11538,Primary,0.0
2023-06-01,Canadian Natural Upgrading Limited,,Peace River Area 2,11556A,Primary,50.59
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11567B,Primary,0.68
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11574A,Primary,27.62
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11624R,Primary,88.37
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11629F,Primary,0.0
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11647J,Primary,59.53
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,11692D,Primary,155.27
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,11751A,Primary,1.48
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,11770D,Primary,0.0
2023-06-01,Rife Resources Ltd.,,Cold Lake,11822B,Primary,24.71
2023-06-01,Gear Energy Ltd.,,Cold Lake,11885B,Primary,0.0
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,11915,Primary,91.95
2023-06-01,Rife Resources Ltd.,,Cold Lake,11917E,Primary,64.51
2023-06-01,Baytex Energy Ltd.,,Cold Lake,11945A,Primary,3.68
2023-06-01,Canadian Natural Resources Limited,,Athabasca,12052,Primary,131.15
2023-06-01,Cenovus Energy Inc.,,Cold Lake,12142B,Primary,3.54
2023-06-01,Tamarack Valley Energy Ltd. (¹),,Athabasca,12218BB,Primary,1998.66
2023-06-01,Check Energy Ltd.,,Cold Lake,12229B,Primary,43.2
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,12294A,Primary,32.52
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,12321D,Primary,3.9
2023-06-01,West Lake Energy Corp.,,Cold Lake,12335A,Primary,7.13
2023-06-01,Rife Resources Ltd.,,Cold Lake,12411C,Primary,36.88
